685.0, 783.0, 4.0
685.0, 783.0, -5.0
685.0, 783.0, 1.0
685.0, 640.0, 2.0
685.0, 640.0, 7.0
685.0, 640.0, 1.0
685.0, 634.0, -2.0
685.0, 634.0, -1.0
685.0, 634.0, 8.0
685.0, 649.0, 3.0
685.0, 649.0, -2.0
685.0, 649.0, 1.0
685.0, 650.0, -2.0
685.0, 650.0, -1.0
685.0, 650.0, 4.0
685.0, 706.0, -2.0
685.0, 706.0, -1.0
685.0, 706.0, 1.0
685.0, 629.0, -1.0
685.0, 629.0, 2.0
685.0, 629.0, 1.0
685.0, 706.0, 1.0
685.0, 706.0, -3.0
685.0, 706.0, 1.0
685.0, 706.0, 2.0
685.0, 629.0, -2.0
685.0, 629.0, -1.0
685.0, 629.0, -3.0
685.0, 618.0, -1.0
685.0, 618.0, 7.0
685.0, 618.0, -4.0
685.0, 649.0, 7.0
685.0, 649.0, 2.0
685.0, 649.0, 1.0
685.0, 610.0, 1.0
685.0, 610.0, 1.0
685.0, 610.0, -2.0
685.0, 610.0, -2.0
685.0, 688.0, -9.0
685.0, 688.0, 2.0
685.0, 688.0, 2.0
685.0, 513.0, 7.0
685.0, 513.0, 1.0
685.0, 513.0, -1.0
685.0, 706.0, 4.0
685.0, 706.0, -1.0
685.0, 706.0, -3.0
685.0, 618.0, 3.0
685.0, 618.0, -6.0
685.0, 618.0, 1.0
685.0, 730.0, 2.0
685.0, 730.0, 1.0
685.0, 730.0, -4.0
685.0, 602.0, -5.0
685.0, 602.0, 8.0
685.0, 602.0, 4.0
685.0, 783.0, -6.0
685.0, 783.0, 1.0
685.0, 783.0, 7.0
685.0, 783.0, -4.0
685.0, 629.0, 2.0
685.0, 629.0, -5.0
685.0, 629.0, -4.0
685.0, 649.0, 1.0
685.0, 649.0, -2.0
685.0, 649.0, 2.0
685.0, 618.0, -1.0
685.0, 618.0, -2.0
685.0, 618.0, -3.0
685.0, 513.0, -1.0
685.0, 513.0, 1.0
685.0, 513.0, 2.0
685.0, 698.0, 6.0
685.0, 698.0, 1.0
685.0, 698.0, -2.0
685.0, 656.0, -2.0
685.0, 656.0, -1.0
685.0, 656.0, 1.0
685.0, 688.0, -3.0
685.0, 688.0, -6.0
685.0, 688.0, -4.0
685.0, 619.0, -1.0
685.0, 619.0, -8.0
685.0, 619.0, 2.0
685.0, 619.0, 1.0
685.0, 706.0, 5.0
685.0, 706.0, 10.0
685.0, 706.0, 5.0
685.0, 649.0, -5.0
685.0, 649.0, -5.0
685.0, 649.0, -2.0
685.0, 640.0, 2.0
685.0, 640.0, 1.0
685.0, 640.0, 1.0
685.0, 640.0, -4.0
685.0, 629.0, -2.0
685.0, 629.0, -1.0
685.0, 629.0, 2.0
685.0, 602.0, -2.0
685.0, 602.0, 6.0
685.0, 602.0, -1.0
685.0, 602.0, 2.0
685.0, 618.0, 10.0
685.0, 618.0, -9.0
685.0, 618.0, -1.0
685.0, 700.0, -3.0
685.0, 700.0, 7.0
685.0, 730.0, -6.0
685.0, 853.0, 1.0
685.0, 853.0, -3.0
685.0, 853.0, -4.0
685.0, 700.0, 5.0
685.0, 700.0, 1.0
685.0, 619.0, 1.0
685.0, 619.0, -3.0
685.0, 619.0, -4.0
685.0, 745.0, 1.0
685.0, 745.0, 1.0
685.0, 745.0, 1.0
685.0, 634.0, -4.0
685.0, 634.0, 10.0
685.0, 634.0, 2.0
685.0, 698.0, -2.0
685.0, 698.0, 3.0
685.0, 698.0, -3.0
685.0, 698.0, -1.0
685.0, 610.0, -1.0
685.0, 610.0, 5.0
685.0, 610.0, -4.0
685.0, 618.0, 5.0
685.0, 618.0, 1.0
685.0, 618.0, -4.0
685.0, 629.0, -1.0
685.0, 629.0, 1.0
685.0, 629.0, -6.0
685.0, 712.0, -3.0
685.0, 712.0, -6.0
685.0, 712.0, 1.0
685.0, 629.0, 2.0
685.0, 629.0, -3.0
685.0, 629.0, 1.0
685.0, 629.0, -1.0
685.0, 649.0, -7.0
685.0, 649.0, -2.0
685.0, 649.0, 3.0
685.0, 706.0, -2.0
685.0, 706.0, 7.0
685.0, 706.0, 6.0
685.0, 649.0, 1.0
685.0, 649.0, -6.0
685.0, 649.0, 5.0
685.0, 649.0, -1.0
685.0, 706.0, -5.0
685.0, 706.0, 5.0
685.0, 706.0, 4.0
685.0, 618.0, -3.0
685.0, 618.0, 1.0
685.0, 618.0, -10.0
685.0, 618.0, -1.0
685.0, 656.0, -4.0
685.0, 656.0, -2.0
685.0, 656.0, 1.0
688.0, 610.0, 2.0
688.0, 610.0, 7.0
688.0, 610.0, -2.0
688.0, 602.0, 3.0
688.0, 602.0, 1.0
688.0, 602.0, 4.0
688.0, 513.0, 2.0
688.0, 513.0, 1.0
688.0, 513.0, 8.0
688.0, 656.0, 2.0
688.0, 656.0, 2.0
688.0, 656.0, 9.0
688.0, 648.0, 3.0
688.0, 648.0, -1.0
688.0, 634.0, 2.0
688.0, 634.0, -6.0
688.0, 634.0, -2.0
688.0, 634.0, -2.0
688.0, 706.0, 1.0
688.0, 706.0, 8.0
688.0, 706.0, -1.0
688.0, 796.0, -10.0
688.0, 796.0, -3.0
688.0, 796.0, -5.0
688.0, 656.0, 1.0
688.0, 656.0, 7.0
688.0, 656.0, -2.0
688.0, 656.0, -2.0
688.0, 619.0, -2.0
688.0, 619.0, 5.0
688.0, 698.0, 3.0
688.0, 698.0, -1.0
688.0, 698.0, 5.0
688.0, 629.0, 3.0
688.0, 629.0, -6.0
688.0, 629.0, -9.0
688.0, 629.0, -4.0
688.0, 649.0, 3.0
688.0, 649.0, 2.0
688.0, 649.0, 3.0
688.0, 614.0, 4.0
688.0, 614.0, 1.0
688.0, 614.0, 5.0
688.0, 619.0, 2.0
688.0, 619.0, 6.0
688.0, 619.0, -2.0
688.0, 712.0, -6.0
688.0, 712.0, 1.0
688.0, 712.0, -3.0
688.0, 712.0, 8.0
688.0, 656.0, -1.0
688.0, 656.0, 1.0
688.0, 656.0, 3.0
688.0, 634.0, 5.0
688.0, 634.0, 1.0
688.0, 634.0, 5.0
688.0, 649.0, -5.0
688.0, 649.0, -1.0
688.0, 649.0, 1.0
688.0, 649.0, 7.0
688.0, 618.0, -1.0
688.0, 618.0, -1.0
688.0, 618.0, -2.0
688.0, 629.0, -6.0
688.0, 629.0, 1.0
688.0, 629.0, 3.0
688.0, 619.0, 1.0
688.0, 619.0, -1.0
688.0, 619.0, -5.0
688.0, 619.0, 2.0
688.0, 619.0, -1.0
688.0, 640.0, -2.0
688.0, 640.0, -2.0
688.0, 640.0, 3.0
688.0, 648.0, 1.0
688.0, 648.0, -1.0
688.0, 513.0, 8.0
688.0, 513.0, -3.0
688.0, 513.0, -1.0
688.0, 610.0, -1.0
688.0, 610.0, 9.0
688.0, 610.0, -4.0
688.0, 513.0, 6.0
688.0, 513.0, 2.0
688.0, 513.0, -4.0
688.0, 698.0, 1.0
688.0, 698.0, -2.0
688.0, 698.0, 3.0
688.0, 698.0, -4.0
688.0, 598.0, 2.0
688.0, 598.0, -4.0
688.0, 598.0, -2.0
688.0, 619.0, 1.0
688.0, 619.0, -3.0
688.0, 619.0, 6.0
688.0, 619.0, -3.0
688.0, 783.0, 3.0
688.0, 783.0, 2.0
688.0, 783.0, 3.0
688.0, 706.0, 1.0
688.0, 706.0, 8.0
688.0, 706.0, 9.0
688.0, 706.0, 9.0
688.0, 610.0, 2.0
688.0, 610.0, 1.0
688.0, 610.0, 3.0
688.0, 656.0, 1.0
688.0, 656.0, 1.0
688.0, 656.0, 3.0
688.0, 513.0, 5.0
688.0, 513.0, -1.0
688.0, 513.0, 5.0
688.0, 610.0, -4.0
688.0, 610.0, 2.0
688.0, 610.0, 3.0
688.0, 656.0, 1.0
688.0, 656.0, -1.0
688.0, 656.0, 1.0
688.0, 619.0, -2.0
688.0, 619.0, 3.0
688.0, 783.0, -4.0
688.0, 783.0, -2.0
688.0, 783.0, -4.0
688.0, 783.0, 3.0
688.0, 745.0, 2.0
688.0, 745.0, 1.0
688.0, 745.0, 2.0
688.0, 513.0, 1.0
688.0, 513.0, 1.0
688.0, 513.0, -7.0
688.0, 619.0, 8.0
688.0, 619.0, 2.0
688.0, 619.0, -3.0
688.0, 610.0, -1.0
688.0, 610.0, -1.0
688.0, 610.0, -1.0
688.0, 513.0, 3.0
688.0, 513.0, 1.0
688.0, 513.0, -3.0
688.0, 513.0, 5.0
688.0, 618.0, -1.0
688.0, 618.0, 1.0
688.0, 618.0, -4.0
688.0, 656.0, -1.0
688.0, 656.0, -4.0
688.0, 656.0, 3.0
688.0, 602.0, 4.0
688.0, 602.0, -2.0
688.0, 602.0, 3.0
688.0, 640.0, -5.0
688.0, 640.0, 1.0
688.0, 640.0, -4.0
688.0, 610.0, 6.0
688.0, 610.0, 1.0
688.0, 610.0, -1.0
688.0, 610.0, 7.0
745.0, 700.0, 3.0
745.0, 700.0, -1.0
745.0, 700.0, 3.0
745.0, 614.0, 4.0
745.0, 614.0, -1.0
745.0, 614.0, -1.0
745.0, 853.0, -2.0
745.0, 853.0, 3.0
745.0, 853.0, 1.0
745.0, 650.0, -3.0
745.0, 650.0, 2.0
745.0, 650.0, -3.0
745.0, 700.0, 1.0
745.0, 700.0, -4.0
745.0, 700.0, 4.0
745.0, 649.0, 2.0
745.0, 649.0, 5.0
745.0, 649.0, -3.0
745.0, 712.0, 1.0
745.0, 712.0, 1.0
745.0, 712.0, -1.0
745.0, 767.0, 8.0
745.0, 767.0, 3.0
745.0, 767.0, 4.0
745.0, 767.0, -1.0
745.0, 624.0, -4.0
745.0, 624.0, 5.0
745.0, 624.0, -5.0
745.0, 733.0, 4.0
745.0, 733.0, -4.0
745.0, 733.0, 1.0
745.0, 733.0, 4.0
745.0, 648.0, 1.0
745.0, 648.0, 2.0
745.0, 648.0, -4.0
745.0, 614.0, 3.0
745.0, 614.0, -3.0
745.0, 614.0, 6.0
745.0, 618.0, -1.0
745.0, 618.0, -4.0
745.0, 700.0, -2.0
745.0, 700.0, -4.0
745.0, 700.0, -2.0
745.0, 650.0, -2.0
745.0, 650.0, 1.0
745.0, 650.0, 3.0
745.0, 712.0, -6.0
745.0, 712.0, 4.0
745.0, 712.0, 1.0
745.0, 712.0, -1.0
745.0, 656.0, 4.0
745.0, 656.0, -6.0
745.0, 656.0, 3.0
745.0, 656.0, 2.0
745.0, 796.0, 2.0
745.0, 796.0, -7.0
745.0, 796.0, 2.0
745.0, 610.0, 3.0
745.0, 610.0, -4.0
745.0, 610.0, 2.0
745.0, 700.0, -1.0
745.0, 700.0, -8.0
745.0, 700.0, 3.0
745.0, 733.0, 1.0
745.0, 733.0, 1.0
745.0, 733.0, -4.0
745.0, 853.0, 1.0
745.0, 853.0, 2.0
745.0, 853.0, -1.0
745.0, 853.0, 3.0
745.0, 796.0, -4.0
745.0, 796.0, 3.0
745.0, 796.0, 10.0
745.0, 712.0, -1.0
745.0, 712.0, -2.0
745.0, 712.0, -8.0
745.0, 745.0, -3.0
745.0, 745.0, 3.0
745.0, 745.0, -1.0
745.0, 745.0, 4.0
745.0, 650.0, 1.0
745.0, 650.0, 8.0
745.0, 650.0, 2.0
745.0, 598.0, -3.0
745.0, 598.0, 2.0
745.0, 598.0, -1.0
745.0, 650.0, -1.0
745.0, 650.0, -1.0
745.0, 650.0, 1.0
745.0, 730.0, -3.0
745.0, 730.0, -4.0
745.0, 730.0, 5.0
745.0, 730.0, 2.0
745.0, 712.0, 3.0
745.0, 712.0, -4.0
745.0, 712.0, 3.0
745.0, 730.0, 2.0
